Edad;Sexo;Unidad;Periodo;Total
De 45 a 49 años;Hombres;Valor absoluto;2018T4;162
De 45 a 49 años;Hombres;Valor absoluto;2018T3;175,4
De 45 a 49 años;Hombres;Valor absoluto;2018T2;205,6
De 45 a 49 años;Hombres;Valor absoluto;2018T1;211,6
De 45 a 49 años;Hombres;Valor absoluto;2017T4;214,8
De 45 a 49 años;Hombres;Valor absoluto;2017T3;209
De 45 a 49 años;Hombres;Valor absoluto;2017T2;217,2
De 45 a 49 años;Hombres;Valor absoluto;2017T1;246,3
De 45 a 49 años;Hombres;Valor absoluto;2016T4;234,6
De 45 a 49 años;Hombres;Valor absoluto;2016T3;247,1
De 45 a 49 años;Hombres;Valor absoluto;2016T2;243,8
De 45 a 49 años;Hombres;Valor absoluto;2016T1;290
De 45 a 49 años;Hombres;Valor absoluto;2015T4;282,9
De 45 a 49 años;Hombres;Valor absoluto;2015T3;290,6
De 45 a 49 años;Hombres;Valor absoluto;2015T2;302,3
De 45 a 49 años;Hombres;Valor absoluto;2015T1;325,7
De 45 a 49 años;Hombres;Valor absoluto;2014T4;329,9
De 45 a 49 años;Hombres;Valor absoluto;2014T3;331,1
De 45 a 49 años;Hombres;Valor absoluto;2014T2;360,3
De 45 a 49 años;Hombres;Valor absoluto;2014T1;381,5
De 45 a 49 años;Hombres;Valor absoluto;2013T4;365,4
De 45 a 49 años;Hombres;Valor absoluto;2013T3;373,3
De 45 a 49 años;Hombres;Valor absoluto;2013T2;379,9
De 45 a 49 años;Hombres;Valor absoluto;2013T1;383,6
De 45 a 49 años;Hombres;Valor absoluto;2012T4;353,3
De 45 a 49 años;Hombres;Valor absoluto;2012T3;347,5
De 45 a 49 años;Hombres;Valor absoluto;2012T2;345,8
De 45 a 49 años;Hombres;Valor absoluto;2012T1;330,2
De 45 a 49 años;Hombres;Valor absoluto;2011T4;296,9
De 45 a 49 años;Hombres;Valor absoluto;2011T3;277
De 45 a 49 años;Hombres;Valor absoluto;2011T2;262,2
De 45 a 49 años;Hombres;Valor absoluto;2011T1;263,7
De 45 a 49 años;Hombres;Valor absoluto;2010T4;235,4
De 45 a 49 años;Hombres;Valor absoluto;2010T3;229
De 45 a 49 años;Hombres;Valor absoluto;2010T2;235,1
De 45 a 49 años;Hombres;Valor absoluto;2010T1;245,1
De 45 a 49 años;Hombres;Valor absoluto;2009T4;219,5
De 45 a 49 años;Hombres;Valor absoluto;2009T3;197,4
De 45 a 49 años;Hombres;Valor absoluto;2009T2;211,1
De 45 a 49 años;Hombres;Valor absoluto;2009T1;212
De 45 a 49 años;Hombres;Valor absoluto;2008T4;153,1
De 45 a 49 años;Hombres;Valor absoluto;2008T3;123,6
De 45 a 49 años;Hombres;Valor absoluto;2008T2;109,1
De 45 a 49 años;Hombres;Valor absoluto;2008T1;93
De 45 a 49 años;Hombres;Valor absoluto;2007T4;86,2
De 45 a 49 años;Hombres;Valor absoluto;2007T3;70,8
De 45 a 49 años;Hombres;Valor absoluto;2007T2;62
De 45 a 49 años;Hombres;Valor absoluto;2007T1;58,6
De 45 a 49 años;Hombres;Valor absoluto;2006T4;59,4
De 45 a 49 años;Hombres;Valor absoluto;2006T3;53,7
De 45 a 49 años;Hombres;Valor absoluto;2006T2;53,7
De 45 a 49 años;Hombres;Valor absoluto;2006T1;68,4
De 45 a 49 años;Hombres;Valor absoluto;2005T4;64,3
De 45 a 49 años;Hombres;Valor absoluto;2005T3;59,8
De 45 a 49 años;Hombres;Valor absoluto;2005T2;59,5
De 45 a 49 años;Hombres;Valor absoluto;2005T1;74,1
De 45 a 49 años;Hombres;Valor absoluto;2004T4;76,7
De 45 a 49 años;Hombres;Valor absoluto;2004T3;79,4
De 45 a 49 años;Hombres;Valor absoluto;2004T2;72,6
De 45 a 49 años;Hombres;Valor absoluto;2004T1;68,7
De 45 a 49 años;Hombres;Valor absoluto;2003T4;65,7
De 45 a 49 años;Hombres;Valor absoluto;2003T3;61,8
De 45 a 49 años;Hombres;Valor absoluto;2003T2;65
De 45 a 49 años;Hombres;Valor absoluto;2003T1;62,6
De 45 a 49 años;Hombres;Valor absoluto;2002T4;63,9
De 45 a 49 años;Hombres;Valor absoluto;2002T3;56,2
De 45 a 49 años;Hombres;Valor absoluto;2002T2;55,7
De 45 a 49 años;Hombres;Valor absoluto;2002T1;65,9
De 45 a 49 años;Hombres;Porcentaje;2026T1;9,2
De 45 a 49 años;Hombres;Porcentaje;2025T4;9,8
De 45 a 49 años;Hombres;Porcentaje;2025T3;10
De 45 a 49 años;Hombres;Porcentaje;2025T2;10,5
De 45 a 49 años;Hombres;Porcentaje;2025T1;11
De 45 a 49 años;Hombres;Porcentaje;2024T4;10,8
De 45 a 49 años;Hombres;Porcentaje;2024T3;9,7
De 45 a 49 años;Hombres;Porcentaje;2024T2;10,7
De 45 a 49 años;Hombres;Porcentaje;2024T1;10,8
De 45 a 49 años;Hombres;Porcentaje;2023T4;10,2
De 45 a 49 años;Hombres;Porcentaje;2023T3;9,5
De 45 a 49 años;Hombres;Porcentaje;2023T2;9,7
De 45 a 49 años;Hombres;Porcentaje;2023T1;11
De 45 a 49 años;Hombres;Porcentaje;2022T4;11,3
De 45 a 49 años;Hombres;Porcentaje;2022T3;10,2
De 45 a 49 años;Hombres;Porcentaje;2022T2;9,6
De 45 a 49 años;Hombres;Porcentaje;2022T1;9,6
De 45 a 49 años;Hombres;Porcentaje;2021T4;9,9
De 45 a 49 años;Hombres;Porcentaje;2021T3;10
De 45 a 49 años;Hombres;Porcentaje;2021T2;9,6
De 45 a 49 años;Hombres;Porcentaje;2021T1;10,5
De 45 a 49 años;Hombres;Porcentaje;2020T4;10,5
De 45 a 49 años;Hombres;Porcentaje;2020T3;11
De 45 a 49 años;Hombres;Porcentaje;2020T2;10,8
De 45 a 49 años;Hombres;Porcentaje;2020T1;11,3
De 45 a 49 años;Hombres;Porcentaje;2019T4;11,3
De 45 a 49 años;Hombres;Porcentaje;2019T3;11,1
De 45 a 49 años;Hombres;Porcentaje;2019T2;10,7
De 45 a 49 años;Hombres;Porcentaje;2019T1;11,2
De 45 a 49 años;Hombres;Porcentaje;2018T4;10,3
De 45 a 49 años;Hombres;Porcentaje;2018T3;10,9
De 45 a 49 años;Hombres;Porcentaje;2018T2;12,3
De 45 a 49 años;Hombres;Porcentaje;2018T1;11,5
De 45 a 49 años;Hombres;Porcentaje;2017T4;11,8
De 45 a 49 años;Hombres;Porcentaje;2017T3;11,5
De 45 a 49 años;Hombres;Porcentaje;2017T2;11,4
De 45 a 49 años;Hombres;Porcentaje;2017T1;11,8
De 45 a 49 años;Hombres;Porcentaje;2016T4;11,2
De 45 a 49 años;Hombres;Porcentaje;2016T3;11,6
De 45 a 49 años;Hombres;Porcentaje;2016T2;10,8
De 45 a 49 años;Hombres;Porcentaje;2016T1;12,2
De 45 a 49 años;Hombres;Porcentaje;2015T4;11,8
De 45 a 49 años;Hombres;Porcentaje;2015T3;11,8
De 45 a 49 años;Hombres;Porcentaje;2015T2;11,7
De 45 a 49 años;Hombres;Porcentaje;2015T1;11,6
De 45 a 49 años;Hombres;Porcentaje;2014T4;11,7
De 45 a 49 años;Hombres;Porcentaje;2014T3;11,9
De 45 a 49 años;Hombres;Porcentaje;2014T2;12,3
De 45 a 49 años;Hombres;Porcentaje;2014T1;12,2
De 45 a 49 años;Hombres;Porcentaje;2013T4;11,8
De 45 a 49 años;Hombres;Porcentaje;2013T3;11,8
De 45 a 49 años;Hombres;Porcentaje;2013T2;11,9
De 45 a 49 años;Hombres;Porcentaje;2013T1;11,4
De 45 a 49 años;Hombres;Porcentaje;2012T4;11
De 45 a 49 años;Hombres;Porcentaje;2012T3;11,1
De 45 a 49 años;Hombres;Porcentaje;2012T2;11,1
De 45 a 49 años;Hombres;Porcentaje;2012T1;10,8
De 45 a 49 años;Hombres;Porcentaje;2011T4;10,4
De 45 a 49 años;Hombres;Porcentaje;2011T3;10,3
De 45 a 49 años;Hombres;Porcentaje;2011T2;10
De 45 a 49 años;Hombres;Porcentaje;2011T1;10
De 45 a 49 años;Hombres;Porcentaje;2010T4;9,2
De 45 a 49 años;Hombres;Porcentaje;2010T3;9,2
De 45 a 49 años;Hombres;Porcentaje;2010T2;9,2
De 45 a 49 años;Hombres;Porcentaje;2010T1;9,6
De 45 a 49 años;Hombres;Porcentaje;2009T4;9,1
De 45 a 49 años;Hombres;Porcentaje;2009T3;8,6
De 45 a 49 años;Hombres;Porcentaje;2009T2;9,2
De 45 a 49 años;Hombres;Porcentaje;2009T1;9,6
De 45 a 49 años;Hombres;Porcentaje;2008T4;9
De 45 a 49 años;Hombres;Porcentaje;2008T3;9,1
De 45 a 49 años;Hombres;Porcentaje;2008T2;9,2
De 45 a 49 años;Hombres;Porcentaje;2008T1;9
De 45 a 49 años;Hombres;Porcentaje;2007T4;9,6
De 45 a 49 años;Hombres;Porcentaje;2007T3;8,7
De 45 a 49 años;Hombres;Porcentaje;2007T2;7,8
De 45 a 49 años;Hombres;Porcentaje;2007T1;7,3
De 45 a 49 años;Hombres;Porcentaje;2006T4;7,7
De 45 a 49 años;Hombres;Porcentaje;2006T3;7
De 45 a 49 años;Hombres;Porcentaje;2006T2;6,7
De 45 a 49 años;Hombres;Porcentaje;2006T1;8
De 45 a 49 años;Hombres;Porcentaje;2005T4;7,7
De 45 a 49 años;Hombres;Porcentaje;2005T3;7,3
De 45 a 49 años;Hombres;Porcentaje;2005T2;6,5
De 45 a 49 años;Hombres;Porcentaje;2005T1;7,7
De 45 a 49 años;Hombres;Porcentaje;2004T4;8,1
De 45 a 49 años;Hombres;Porcentaje;2004T3;8
De 45 a 49 años;Hombres;Porcentaje;2004T2;7,3
De 45 a 49 años;Hombres;Porcentaje;2004T1;6,7
De 45 a 49 años;Hombres;Porcentaje;2003T4;6,5
De 45 a 49 años;Hombres;Porcentaje;2003T3;6,2
De 45 a 49 años;Hombres;Porcentaje;2003T2;6,7
De 45 a 49 años;Hombres;Porcentaje;2003T1;6,2
De 45 a 49 años;Hombres;Porcentaje;2002T4;6,4
De 45 a 49 años;Hombres;Porcentaje;2002T3;5,9
De 45 a 49 años;Hombres;Porcentaje;2002T2;6,3
De 45 a 49 años;Hombres;Porcentaje;2002T1;7
De 45 a 49 años;Mujeres;Valor absoluto;2026T1;200,4
De 45 a 49 años;Mujeres;Valor absoluto;2025T4;166
De 45 a 49 años;Mujeres;Valor absoluto;2025T3;157,7
De 45 a 49 años;Mujeres;Valor absoluto;2025T2;157,9
De 45 a 49 años;Mujeres;Valor absoluto;2025T1;174,6
De 45 a 49 años;Mujeres;Valor absoluto;2024T4;155,2
De 45 a 49 años;Mujeres;Valor absoluto;2024T3;156,6
De 45 a 49 años;Mujeres;Valor absoluto;2024T2;194
De 45 a 49 años;Mujeres;Valor absoluto;2024T1;215,9
De 45 a 49 años;Mujeres;Valor absoluto;2023T4;192,1
De 45 a 49 años;Mujeres;Valor absoluto;2023T3;198,8
De 45 a 49 años;Mujeres;Valor absoluto;2023T2;187,1
De 45 a 49 años;Mujeres;Valor absoluto;2023T1;224,1
De 45 a 49 años;Mujeres;Valor absoluto;2022T4;212,8
De 45 a 49 años;Mujeres;Valor absoluto;2022T3;193,4
De 45 a 49 años;Mujeres;Valor absoluto;2022T2;199,3
De 45 a 49 años;Mujeres;Valor absoluto;2022T1;226,2
De 45 a 49 años;Mujeres;Valor absoluto;2021T4;227,8
De 45 a 49 años;Mujeres;Valor absoluto;2021T3;223,8
De 45 a 49 años;Mujeres;Valor absoluto;2021T2;243,9
De 45 a 49 años;Mujeres;Valor absoluto;2021T1;251,3
De 45 a 49 años;Mujeres;Valor absoluto;2020T4;252,9
De 45 a 49 años;Mujeres;Valor absoluto;2020T3;249,6
De 45 a 49 años;Mujeres;Valor absoluto;2020T2;200,2
De 45 a 49 años;Mujeres;Valor absoluto;2020T1;219,1
De 45 a 49 años;Mujeres;Valor absoluto;2019T4;214
De 45 a 49 años;Mujeres;Valor absoluto;2019T3;203,6
De 45 a 49 años;Mujeres;Valor absoluto;2019T2;210
De 45 a 49 años;Mujeres;Valor absoluto;2019T1;235,4
De 45 a 49 años;Mujeres;Valor absoluto;2018T4;217,3
De 45 a 49 años;Mujeres;Valor absoluto;2018T3;217,3
De 45 a 49 años;Mujeres;Valor absoluto;2018T2;242,5
De 45 a 49 años;Mujeres;Valor absoluto;2018T1;251,4
De 45 a 49 años;Mujeres;Valor absoluto;2017T4;246
De 45 a 49 años;Mujeres;Valor absoluto;2017T3;242,7
De 45 a 49 años;Mujeres;Valor absoluto;2017T2;262,9
De 45 a 49 años;Mujeres;Valor absoluto;2017T1;298,2
De 45 a 49 años;Mujeres;Valor absoluto;2016T4;279,9
De 45 a 49 años;Mujeres;Valor absoluto;2016T3;283,8
De 45 a 49 años;Mujeres;Valor absoluto;2016T2;290,7
De 45 a 49 años;Mujeres;Valor absoluto;2016T1;307,4
De 45 a 49 años;Mujeres;Valor absoluto;2015T4;315,3
De 45 a 49 años;Mujeres;Valor absoluto;2015T3;309,7
De 45 a 49 años;Mujeres;Valor absoluto;2015T2;347,1
De 45 a 49 años;Mujeres;Valor absoluto;2015T1;359,6
De 45 a 49 años;Mujeres;Valor absoluto;2014T4;320,6
De 45 a 49 años;Mujeres;Valor absoluto;2014T3;323,5
De 45 a 49 años;Mujeres;Valor absoluto;2014T2;341,4
De 45 a 49 años;Mujeres;Valor absoluto;2014T1;344,6
De 45 a 49 años;Mujeres;Valor absoluto;2013T4;328,4
De 45 a 49 años;Mujeres;Valor absoluto;2013T3;332,1
De 45 a 49 años;Mujeres;Valor absoluto;2013T2;358,8
De 45 a 49 años;Mujeres;Valor absoluto;2013T1;350,1
De 45 a 49 años;Mujeres;Valor absoluto;2012T4;332,2
De 45 a 49 años;Mujeres;Valor absoluto;2012T3;317,2
De 45 a 49 años;Mujeres;Valor absoluto;2012T2;306,5
De 45 a 49 años;Mujeres;Valor absoluto;2012T1;294,9
De 45 a 49 años;Mujeres;Valor absoluto;2011T4;283,1
De 45 a 49 años;Mujeres;Valor absoluto;2011T3;249,4
De 45 a 49 años;Mujeres;Valor absoluto;2011T2;235,3
De 45 a 49 años;Mujeres;Valor absoluto;2011T1;263,9
De 45 a 49 años;Mujeres;Valor absoluto;2010T4;234,8
De 45 a 49 años;Mujeres;Valor absoluto;2010T3;211,5
De 45 a 49 años;Mujeres;Valor absoluto;2010T2;232,7
De 45 a 49 años;Mujeres;Valor absoluto;2010T1;224,1
De 45 a 49 años;Mujeres;Valor absoluto;2009T4;191,9
De 45 a 49 años;Mujeres;Valor absoluto;2009T3;180,2
De 45 a 49 años;Mujeres;Valor absoluto;2009T2;183,1
De 45 a 49 años;Mujeres;Valor absoluto;2009T1;179,2
De 45 a 49 años;Mujeres;Valor absoluto;2008T4;140,4
De 45 a 49 años;Mujeres;Valor absoluto;2008T3;101,6
De 45 a 49 años;Mujeres;Valor absoluto;2008T2;102,3
De 45 a 49 años;Mujeres;Valor absoluto;2008T1;100,1
De 45 a 49 años;Mujeres;Valor absoluto;2007T4;99,3
De 45 a 49 años;Mujeres;Valor absoluto;2007T3;93,8
De 45 a 49 años;Mujeres;Valor absoluto;2007T2;89,8
De 45 a 49 años;Mujeres;Valor absoluto;2007T1;93
De 45 a 49 años;Mujeres;Valor absoluto;2006T4;89,8
De 45 a 49 años;Mujeres;Valor absoluto;2006T3;85,5
De 45 a 49 años;Mujeres;Valor absoluto;2006T2;78,5
De 45 a 49 años;Mujeres;Valor absoluto;2006T1;89,4
De 45 a 49 años;Mujeres;Valor absoluto;2005T4;92,9
De 45 a 49 años;Mujeres;Valor absoluto;2005T3;80,3
De 45 a 49 años;Mujeres;Valor absoluto;2005T2;92,8
De 45 a 49 años;Mujeres;Valor absoluto;2005T1;93,9
De 45 a 49 años;Mujeres;Valor absoluto;2004T4;102,4
De 45 a 49 años;Mujeres;Valor absoluto;2004T3;96,1
De 45 a 49 años;Mujeres;Valor absoluto;2004T2;101,7
De 45 a 49 años;Mujeres;Valor absoluto;2004T1;102,7
De 45 a 49 años;Mujeres;Valor absoluto;2003T4;105,3
De 45 a 49 años;Mujeres;Valor absoluto;2003T3;96,1
De 45 a 49 años;Mujeres;Valor absoluto;2003T2;102,2
De 45 a 49 años;Mujeres;Valor absoluto;2003T1;117,9
De 45 a 49 años;Mujeres;Valor absoluto;2002T4;104,4
De 45 a 49 años;Mujeres;Valor absoluto;2002T3;106,6
De 45 a 49 años;Mujeres;Valor absoluto;2002T2;99,5
De 45 a 49 años;Mujeres;Valor absoluto;2002T1;83,6
De 45 a 49 años;Mujeres;Porcentaje;2026T1;13,7
De 45 a 49 años;Mujeres;Porcentaje;2025T4;12,5
De 45 a 49 años;Mujeres;Porcentaje;2025T3;11
De 45 a 49 años;Mujeres;Porcentaje;2025T2;11,7
De 45 a 49 años;Mujeres;Porcentaje;2025T1;11,8
De 45 a 49 años;Mujeres;Porcentaje;2024T4;11,4
De 45 a 49 años;Mujeres;Porcentaje;2024T3;10,8
De 45 a 49 años;Mujeres;Porcentaje;2024T2;13,3
De 45 a 49 años;Mujeres;Porcentaje;2024T1;13,8
De 45 a 49 años;Mujeres;Porcentaje;2023T4;12,6
De 45 a 49 años;Mujeres;Porcentaje;2023T3;12,7
De 45 a 49 años;Mujeres;Porcentaje;2023T2;12,5
De 45 a 49 años;Mujeres;Porcentaje;2023T1;13
De 45 a 49 años;Mujeres;Porcentaje;2022T4;13
De 45 a 49 años;Mujeres;Porcentaje;2022T3;11,7
De 45 a 49 años;Mujeres;Porcentaje;2022T2;12,5
De 45 a 49 años;Mujeres;Porcentaje;2022T1;13,3
De 45 a 49 años;Mujeres;Porcentaje;2021T4;13,7
De 45 a 49 años;Mujeres;Porcentaje;2021T3;12,3
De 45 a 49 años;Mujeres;Porcentaje;2021T2;12,8
De 45 a 49 años;Mujeres;Porcentaje;2021T1;12,8
De 45 a 49 años;Mujeres;Porcentaje;2020T4;12,7
De 45 a 49 años;Mujeres;Porcentaje;2020T3;12,7
De 45 a 49 años;Mujeres;Porcentaje;2020T2;11,8
De 45 a 49 años;Mujeres;Porcentaje;2020T1;12,5
De 45 a 49 años;Mujeres;Porcentaje;2019T4;12,7
De 45 a 49 años;Mujeres;Porcentaje;2019T3;11,9
De 45 a 49 años;Mujeres;Porcentaje;2019T2;12,4
De 45 a 49 años;Mujeres;Porcentaje;2019T1;13,2
De 45 a 49 años;Mujeres;Porcentaje;2018T4;12,6
De 45 a 49 años;Mujeres;Porcentaje;2018T3;12,7
De 45 a 49 años;Mujeres;Porcentaje;2018T2;13,4
De 45 a 49 años;Mujeres;Porcentaje;2018T1;12,9
De 45 a 49 años;Mujeres;Porcentaje;2017T4;12,6
De 45 a 49 años;Mujeres;Porcentaje;2017T3;12,6
De 45 a 49 años;Mujeres;Porcentaje;2017T2;13,1
De 45 a 49 años;Mujeres;Porcentaje;2017T1;13,8
De 45 a 49 años;Mujeres;Porcentaje;2016T4;13,1
De 45 a 49 años;Mujeres;Porcentaje;2016T3;12,9
De 45 a 49 años;Mujeres;Porcentaje;2016T2;12,5
De 45 a 49 años;Mujeres;Porcentaje;2016T1;12,7
De 45 a 49 años;Mujeres;Porcentaje;2015T4;13,2
De 45 a 49 años;Mujeres;Porcentaje;2015T3;12,9
De 45 a 49 años;Mujeres;Porcentaje;2015T2;13,6
De 45 a 49 años;Mujeres;Porcentaje;2015T1;13,6
De 45 a 49 años;Mujeres;Porcentaje;2014T4;12,2
De 45 a 49 años;Mujeres;Porcentaje;2014T3;12,3
De 45 a 49 años;Mujeres;Porcentaje;2014T2;12,7
De 45 a 49 años;Mujeres;Porcentaje;2014T1;12,2
De 45 a 49 años;Mujeres;Porcentaje;2013T4;11,6
De 45 a 49 años;Mujeres;Porcentaje;2013T3;11,9
De 45 a 49 años;Mujeres;Porcentaje;2013T2;12,6
De 45 a 49 años;Mujeres;Porcentaje;2013T1;12
De 45 a 49 años;Mujeres;Porcentaje;2012T4;11,8
De 45 a 49 años;Mujeres;Porcentaje;2012T3;11,8
De 45 a 49 años;Mujeres;Porcentaje;2012T2;11,8
De 45 a 49 años;Mujeres;Porcentaje;2012T1;11,3
De 45 a 49 años;Mujeres;Porcentaje;2011T4;11,7
De 45 a 49 años;Mujeres;Porcentaje;2011T3;10,8
De 45 a 49 años;Mujeres;Porcentaje;2011T2;10,6
De 45 a 49 años;Mujeres;Porcentaje;2011T1;11,6
De 45 a 49 años;Mujeres;Porcentaje;2010T4;10,9
De 45 a 49 años;Mujeres;Porcentaje;2010T3;10,1
De 45 a 49 años;Mujeres;Porcentaje;2010T2;11
De 45 a 49 años;Mujeres;Porcentaje;2010T1;10,9
De 45 a 49 años;Mujeres;Porcentaje;2009T4;9,9
De 45 a 49 años;Mujeres;Porcentaje;2009T3;9,8
De 45 a 49 años;Mujeres;Porcentaje;2009T2;9,9
De 45 a 49 años;Mujeres;Porcentaje;2009T1;9,9
De 45 a 49 años;Mujeres;Porcentaje;2008T4;9,3
De 45 a 49 años;Mujeres;Porcentaje;2008T3;8,2
De 45 a 49 años;Mujeres;Porcentaje;2008T2;8,6
De 45 a 49 años;Mujeres;Porcentaje;2008T1;8,6
De 45 a 49 años;Mujeres;Porcentaje;2007T4;9,5
De 45 a 49 años;Mujeres;Porcentaje;2007T3;9,4
De 45 a 49 años;Mujeres;Porcentaje;2007T2;9,2
De 45 a 49 años;Mujeres;Porcentaje;2007T1;8,8
De 45 a 49 años;Mujeres;Porcentaje;2006T4;8,6
De 45 a 49 años;Mujeres;Porcentaje;2006T3;8,6
De 45 a 49 años;Mujeres;Porcentaje;2006T2;7,6
De 45 a 49 años;Mujeres;Porcentaje;2006T1;8,2
De 45 a 49 años;Mujeres;Porcentaje;2005T4;9,1
De 45 a 49 años;Mujeres;Porcentaje;2005T3;8,3
De 45 a 49 años;Mujeres;Porcentaje;2005T2;8,8
De 45 a 49 años;Mujeres;Porcentaje;2005T1;8,1
De 45 a 49 años;Mujeres;Porcentaje;2004T4;8,3
De 45 a 49 años;Mujeres;Porcentaje;2004T3;7,9
De 45 a 49 años;Mujeres;Porcentaje;2004T2;8,1
De 45 a 49 años;Mujeres;Porcentaje;2004T1;8
De 45 a 49 años;Mujeres;Porcentaje;2003T4;8,3
De 45 a 49 años;Mujeres;Porcentaje;2003T3;7,6
De 45 a 49 años;Mujeres;Porcentaje;2003T2;8,2
De 45 a 49 años;Mujeres;Porcentaje;2003T1;9
De 45 a 49 años;Mujeres;Porcentaje;2002T4;8,4
De 45 a 49 años;Mujeres;Porcentaje;2002T3;8,6
De 45 a 49 años;Mujeres;Porcentaje;2002T2;8,2
De 45 a 49 años;Mujeres;Porcentaje;2002T1;6,9
De 50 a 54 años;Ambos sexos;Valor absoluto;2026T1;280,1
De 50 a 54 años;Ambos sexos;Valor absoluto;2025T4;254
De 50 a 54 años;Ambos sexos;Valor absoluto;2025T3;275,5
De 50 a 54 años;Ambos sexos;Valor absoluto;2025T2;282,5
De 50 a 54 años;Ambos sexos;Valor absoluto;2025T1;297,7
De 50 a 54 años;Ambos sexos;Valor absoluto;2024T4;294,4
De 50 a 54 años;Ambos sexos;Valor absoluto;2024T3;302,3
De 50 a 54 años;Ambos sexos;Valor absoluto;2024T2;312,9
De 50 a 54 años;Ambos sexos;Valor absoluto;2024T1;322,6
De 50 a 54 años;Ambos sexos;Valor absoluto;2023T4;304,3
De 50 a 54 años;Ambos sexos;Valor absoluto;2023T3;315,5
De 50 a 54 años;Ambos sexos;Valor absoluto;2023T2;308,9
De 50 a 54 años;Ambos sexos;Valor absoluto;2023T1;365,5
De 50 a 54 años;Ambos sexos;Valor absoluto;2022T4;380
De 50 a 54 años;Ambos sexos;Valor absoluto;2022T3;372,2
De 50 a 54 años;Ambos sexos;Valor absoluto;2022T2;373,8
De 50 a 54 años;Ambos sexos;Valor absoluto;2022T1;406
De 50 a 54 años;Ambos sexos;Valor absoluto;2021T4;367,2
De 50 a 54 años;Ambos sexos;Valor absoluto;2021T3;375
De 50 a 54 años;Ambos sexos;Valor absoluto;2021T2;382,4
De 50 a 54 años;Ambos sexos;Valor absoluto;2021T1;393,4
De 50 a 54 años;Ambos sexos;Valor absoluto;2020T4;394,5
De 50 a 54 años;Ambos sexos;Valor absoluto;2020T3;368
De 50 a 54 años;Ambos sexos;Valor absoluto;2020T2;343,5
De 50 a 54 años;Ambos sexos;Valor absoluto;2020T1;371,5
De 50 a 54 años;Ambos sexos;Valor absoluto;2019T4;358,2
De 50 a 54 años;Ambos sexos;Valor absoluto;2019T3;367,9
De 50 a 54 años;Ambos sexos;Valor absoluto;2019T2;388,1
De 50 a 54 años;Ambos sexos;Valor absoluto;2019T1;398
De 50 a 54 años;Ambos sexos;Valor absoluto;2018T4;382,1
De 50 a 54 años;Ambos sexos;Valor absoluto;2018T3;375,9
De 50 a 54 años;Ambos sexos;Valor absoluto;2018T2;397,8
De 50 a 54 años;Ambos sexos;Valor absoluto;2018T1;446,1
De 50 a 54 años;Ambos sexos;Valor absoluto;2017T4;424,7
De 50 a 54 años;Ambos sexos;Valor absoluto;2017T3;410,3
De 50 a 54 años;Ambos sexos;Valor absoluto;2017T2;443,9
De 50 a 54 años;Ambos sexos;Valor absoluto;2017T1;482,6
De 50 a 54 años;Ambos sexos;Valor absoluto;2016T4;470,3
De 50 a 54 años;Ambos sexos;Valor absoluto;2016T3;474,2
De 50 a 54 años;Ambos sexos;Valor absoluto;2016T2;513,5
De 50 a 54 años;Ambos sexos;Valor absoluto;2016T1;510,2
De 50 a 54 años;Ambos sexos;Valor absoluto;2015T4;497
De 50 a 54 años;Ambos sexos;Valor absoluto;2015T3;512,7
De 50 a 54 años;Ambos sexos;Valor absoluto;2015T2;537,7
De 50 a 54 años;Ambos sexos;Valor absoluto;2015T1;557,7
De 50 a 54 años;Ambos sexos;Valor absoluto;2014T4;553,2
De 50 a 54 años;Ambos sexos;Valor absoluto;2014T3;539,6
De 50 a 54 años;Ambos sexos;Valor absoluto;2014T2;561,5
De 50 a 54 años;Ambos sexos;Valor absoluto;2014T1;577,2
De 50 a 54 años;Ambos sexos;Valor absoluto;2013T4;584,8
De 50 a 54 años;Ambos sexos;Valor absoluto;2013T3;564,9
De 50 a 54 años;Ambos sexos;Valor absoluto;2013T2;546,2
De 50 a 54 años;Ambos sexos;Valor absoluto;2013T1;553,7
De 50 a 54 años;Ambos sexos;Valor absoluto;2012T4;520,3
De 50 a 54 años;Ambos sexos;Valor absoluto;2012T3;521,9
De 50 a 54 años;Ambos sexos;Valor absoluto;2012T2;498,9
De 50 a 54 años;Ambos sexos;Valor absoluto;2012T1;492,8
De 50 a 54 años;Ambos sexos;Valor absoluto;2011T4;433,5
De 50 a 54 años;Ambos sexos;Valor absoluto;2011T3;411,9
De 50 a 54 años;Ambos sexos;Valor absoluto;2011T2;386,3
De 50 a 54 años;Ambos sexos;Valor absoluto;2011T1;385,9
De 50 a 54 años;Ambos sexos;Valor absoluto;2010T4;377,3
De 50 a 54 años;Ambos sexos;Valor absoluto;2010T3;332,9
De 50 a 54 años;Ambos sexos;Valor absoluto;2010T2;358,5
De 50 a 54 años;Ambos sexos;Valor absoluto;2010T1;338,2
De 50 a 54 años;Ambos sexos;Valor absoluto;2009T4;310,1
De 50 a 54 años;Ambos sexos;Valor absoluto;2009T3;279,8
De 50 a 54 años;Ambos sexos;Valor absoluto;2009T2;285
De 50 a 54 años;Ambos sexos;Valor absoluto;2009T1;267,4
De 50 a 54 años;Ambos sexos;Valor absoluto;2008T4;209,7
De 50 a 54 años;Ambos sexos;Valor absoluto;2008T3;170,5
De 50 a 54 años;Ambos sexos;Valor absoluto;2008T2;164,8
De 50 a 54 años;Ambos sexos;Valor absoluto;2008T1;158,4
